,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4298,Walt Disney World Quest: Magical Racing Tour,PS,2000.0,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45
4299,Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45
4300,Sled Storm,PS2,2002.0,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45
4301,Vandal Hearts,PS,1996.0,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45
4302,Dead or Alive: Dimensions,3DS,2011.0,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45
4303,Disney Infinity 3.0,PS3,2015.0,Action,Disney Interactive Studios,0.16,0.21,0.0,0.07,0.45
4304,We Sing Encore,Wii,2010.0,Misc,Nordic Games,0.0,0.39,0.0,0.06,0.45
4305,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.13,0.29,0.0,0.03,0.45
4306,Deadpool,PS3,2013.0,Action,Activision,0.23,0.14,0.0,0.08,0.45
4307,Jawbreaker,2600,1981.0,Action,Tigervision,0.42,0.03,0.0,0.0,0.45
4308,Scooby-Doo! Mystery Mayhem,PS2,2004.0,Action,THQ,0.22,0.17,0.0,0.06,0.45
4309,Watch Dogs,PC,2014.0,Action,Ubisoft,0.15,0.26,0.0,0.03,0.45
4310,Mario Golf: Advance Tour,GBA,2004.0,Sports,Nintendo,0.32,0.12,0.0,0.01,0.45
4311,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45
4312,F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
4313,Disney Guilty Party,Wii,2010.0,Misc,Disney Interactive Studios,0.42,0.0,0.0,0.03,0.45
4314,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004.0,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44
4315,"Warhammer 40,000: Space Marine",PS3,2011.0,Shooter,THQ,0.13,0.23,0.0,0.08,0.44
4316,Discovery Kids: Kitten Corner,DS,2009.0,Simulation,505 Games,0.42,0.0,0.0,0.03,0.44
4317,Rock Band Country Track Pack,Wii,2009.0,Misc,MTV Games,0.41,0.0,0.0,0.03,0.44
4318,Major League Baseball 2K6,PS2,2006.0,Sports,Spike,0.37,0.01,0.0,0.06,0.44
4319,Brunswick Pro Bowling,X360,2010.0,Sports,505 Games,0.38,0.04,0.0,0.03,0.44
4320,Jampack Volume 13 (RP-M),PS2,2005.0,Misc,Sony Computer Entertainment,0.37,0.01,0.0,0.06,0.44
4321,World Soccer Winning Eleven 9,XB,2005.0,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44
4322,NBA Live 2000,N64,1999.0,Sports,Electronic Arts,0.42,0.02,0.0,0.0,0.44
4323,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004.0,Action,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44
4324,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005.0,Misc,THQ,0.37,0.01,0.0,0.06,0.44
4325,The Thing,PS2,2002.0,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44
4326,Van Helsing,PS2,2004.0,Action,Activision,0.22,0.17,0.0,0.06,0.44
4327,Mario Tennis Ultra Smash,WiiU,2015.0,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44
4328,Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.09,0.24,0.03,0.08,0.44
4329,X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,Activision,0.3,0.12,0.0,0.02,0.44
4330,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44
4331,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.21,0.02,0.07,0.44
4332,Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.19,0.18,0.0,0.07,0.44
4333,Worms: Open Warfare 2,PSP,2007.0,Strategy,THQ,0.04,0.26,0.0,0.14,0.44
4334,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009.0,Action,Activision,0.26,0.14,0.0,0.04,0.44
4335,Spawn: Armageddon,PS2,2003.0,Action,Electronic Arts,0.22,0.17,0.0,0.06,0.44
4336,The Godfather (US sales),XB,2006.0,Action,Electronic Arts,0.33,0.1,0.0,0.02,0.44
4337,Sid Meier's Civilization Revolution,DS,2008.0,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44
4338,World Stadium EX,PS,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.41,0.03,0.44
4339,Tiger Woods PGA Tour 2003,XB,2002.0,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44
4340,Battlefield 2: Modern Combat,PS2,2005.0,Shooter,Electronic Arts,0.37,0.01,0.0,0.06,0.44
4341,50 Cent: Bulletproof,XB,2005.0,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44
4342,Densetsu no Stafi 2,GBA,2003.0,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44
4343,Independence Day,PS,1997.0,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44
4344,Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.36,0.04,0.0,0.04,0.44
4345,Chocobo Racing,PS,1999.0,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44
4346,Disney Infinity 2.0: Marvel Super Heroes,XOne,2014.0,Action,Disney Interactive Studios,0.25,0.15,0.0,0.04,0.44
4347,LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,LucasArts,0.33,0.1,0.0,0.02,0.44
4348,Viking: Battle for Asgard,X360,2008.0,Action,Sega,0.16,0.23,0.0,0.05,0.44
4349,Petz: Catz 2,Wii,2007.0,Simulation,Ubisoft,0.4,0.01,0.0,0.03,0.44
4350,Dragon Quest Heroes: Rocket Slime,DS,2005.0,Action,Square Enix,0.13,0.0,0.31,0.01,0.44
4351,Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005.0,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
4352,Ms. Pac-Man Maze Madness,PS,2000.0,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44
4353,Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44
4354,Super Bomberman 4,SNES,1996.0,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0,0.44
4355,Fable,X360,2014.0,Role-Playing,Microsoft Game Studios,0.25,0.15,0.01,0.04,0.44
4356,Family Fest Presents Circus Games,Wii,2008.0,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44
4357,Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.44
4358,Bomberman II,NES,1991.0,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44
4359,Duke Nukem 64,N64,1997.0,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44
4360,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011.0,Action,Activision,0.32,0.08,0.0,0.03,0.44
4361,The Urbz: Sims in the City (all regions sales),DS,2004.0,Simulation,Electronic Arts,0.4,0.01,0.02,0.0,0.44
4362,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.34,0.09,0.0,0.01,0.44
4363,Super Robot Taisen OG: Original Generations,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.44,0.0,0.44
4364,G-Force,Wii,2009.0,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44
4365,Army Men World War: Final Front,PS,2001.0,Action,3DO,0.24,0.17,0.0,0.03,0.44
4366,Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,0.28,0.12,0.0,0.04,0.44
4367,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44
4368,MX Unleashed,XB,2004.0,Racing,THQ,0.34,0.08,0.0,0.02,0.44
4369,Puppy Luv: Spa and Resort,DS,2007.0,Simulation,Activision,0.4,0.0,0.0,0.03,0.44
4370,Jikkyou Powerful Pro Yakyuu 9,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44
4371,Grind Session,PS,2000.0,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44
4372,Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44
4373,Madden NFL 12,Wii,2011.0,Sports,Electronic Arts,0.41,0.0,0.0,0.03,0.44
4374,Wario World,GC,2003.0,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44
4375,DmC: Devil May Cry,X360,2013.0,Action,Capcom,0.26,0.12,0.01,0.04,0.44
4376,Scooby-Doo! Mystery Mayhem,GBA,2003.0,Action,THQ,0.31,0.12,0.0,0.01,0.44
4377,FIFA Soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,0.28,0.05,0.11,0.44
4378,The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44
4379,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
4380,Samurai Warriors 3,Wii,2009.0,Action,Nintendo,0.09,0.02,0.32,0.01,0.44
4381,Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.25,0.14,0.0,0.04,0.44
4382,TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44
4383,Battlebots: Design & Destroy,GBA,2003.0,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44
4384,Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44
4385,Food Network: Cook or Be Cooked,Wii,2009.0,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44
4386,Power Rangers: S.P.D.,GBA,2004.0,Action,THQ,0.31,0.12,0.0,0.01,0.44
4387,Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.36,0.01,0.0,0.06,0.44
4388,The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44
4389,Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.38,0.02,0.0,0.03,0.44
4390,Jump Start Pet Rescue,Wii,2009.0,Misc,Knowledge Adventure,0.41,0.0,0.0,0.03,0.44
4391,SingStar Motown,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.38,0.44
4392,Child of Eden,X360,2011.0,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44
4393,Neon Genesis Evangelion,SAT,1996.0,Adventure,Sega,0.0,0.0,0.44,0.0,0.44
4394,Mobile Suit Gundam: One Year War,PS2,2005.0,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
4395,Spider-Man: Shattered Dimensions,PS3,2010.0,Action,Activision,0.26,0.12,0.0,0.05,0.44
4396,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44
4397,NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44
4398,SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,THQ,0.36,0.01,0.0,0.06,0.44
4399,Eternal Sonata,PS3,2008.0,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44
4400,SingStar Queen,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.25,0.0,0.07,0.44
4401,Karaoke Revolution,Wii,2009.0,Misc,Konami Digital Entertainment,0.24,0.15,0.0,0.04,0.44
4402,Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.35,0.07,0.0,0.02,0.44
4403,Walk it Out!,Wii,2010.0,Sports,Konami Digital Entertainment,0.35,0.05,0.0,0.03,0.44
4404,Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43
4405,Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,THQ,0.4,0.0,0.0,0.03,0.43
4406,Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43
4407,Need for Speed: Shift 2 Unleashed,X360,2011.0,Racing,Electronic Arts,0.18,0.21,0.0,0.04,0.43
4408,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43
4409,Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43
4410,Band Hero,DS,2009.0,Misc,Activision,0.2,0.19,0.0,0.04,0.43
4411,Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43
4412,Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43
4413,007: Quantum of Solace,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43
4414,Master of Illusion,DS,2006.0,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.43
4415,Spec Ops: Covert Assault,PS,2001.0,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43
4416,SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43
4417,Flight Control Rocket,GBA,2005.0,Simulation,THQ,0.31,0.12,0.0,0.01,0.43
4418,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43
4419,Borderlands: The Handsome Collection,XOne,2015.0,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,0.43
4420,Sleeping Dogs,PS4,2014.0,Action,Square Enix,0.16,0.2,0.0,0.07,0.43
4421,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43
4422,NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,0.0,0.43
4423,Star Wars The Clone Wars: Republic Heroes,PS3,2009.0,Action,LucasArts,0.19,0.18,0.0,0.07,0.43
4424,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43
4425,Bionicle,PS2,2003.0,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43
4426,Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.17,0.13,0.11,0.03,0.43
4427,DanceStar Party,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.34,0.0,0.1,0.43
4428,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43
4429,Naughty Bear,PS3,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.43
4430,MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43
4431,Deadpool,X360,2013.0,Action,Activision,0.26,0.13,0.0,0.04,0.43
4432,Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43
4433,MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43
4434,Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,0.43
4435,Hyperdimension Neptunia,PS3,2010.0,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43
4436,TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43
4437,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43
4438,InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43
4439,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43
4440,Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.01,0.43
4441,My Spanish Coach,DS,2007.0,Misc,Ubisoft,0.4,0.0,0.0,0.03,0.43
4442,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43
4443,Payday 2,PS3,2013.0,Shooter,505 Games,0.22,0.14,0.0,0.08,0.43
4444,WWE 2K16,X360,2015.0,Sports,Take-Two Interactive,0.27,0.12,0.0,0.04,0.43
4445,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.43
4446,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.31,0.11,0.0,0.01,0.43
4447,Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,0.37,0.0,0.0,0.06,0.43
4448,Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.0,0.24,0.43
4449,Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.21,0.16,0.0,0.06,0.43
4450,Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43
4451,WipEout 64,N64,1998.0,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43
4452,EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43
4453,Dora the Explorer: Dora Puppy,DS,2009.0,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43
4454,EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43
4455,OkamiDen,DS,2010.0,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43
4456,Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43
4457,Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43
4458,Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.26,0.11,0.0,0.06,0.43
4459,Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43
4460,Monopoly,PS2,2008.0,Misc,Electronic Arts,0.21,0.16,0.0,0.05,0.43
4461,TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0.0,0.04,0.43
4462,Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43
4463,Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43
4464,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43
4465,Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.25,0.14,0.0,0.04,0.43
4466,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43
4467,Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43
4468,Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43
4469,Wolfenstein: The Old Blood,PS4,2015.0,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43
4470,Deer Drive,DS,2010.0,Sports,Mastiff,0.4,0.0,0.0,0.02,0.43
4471,Petz: Horsez 2,DS,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43
4472,Rayman Legends,X360,2013.0,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43
4473,Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43
4474,Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43
4475,Midway Arcade Treasures,XB,2003.0,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43
4476,Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43
4477,Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,0.4,0.0,0.0,0.03,0.43
4478,Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43
4479,Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,0.43
4480,NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43
4481,SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.21,0.16,0.0,0.05,0.43
4482,Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43
4483,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42
4484,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42
4485,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42
4486,NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42
4487,Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.42
4488,2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42
4489,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42
4490,Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42
4491,Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42
4492,Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.42
4493,25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42
4494,NHL 2K6,PS2,2005.0,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42
4495,Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42
4496,The Sims,XB,2003.0,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42
4497,Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42
4498,The X Files,PS,1999.0,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42
4499,Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
4500,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42
4501,"Barbie: Jet, Set & Style!",DS,2011.0,Misc,THQ,0.34,0.05,0.0,0.03,0.42
4502,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42
4503,Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,Electronic Arts,0.35,0.04,0.0,0.03,0.42
4504,Sin and Punishment: Star Successor,Wii,2009.0,Shooter,Nintendo,0.19,0.14,0.06,0.03,0.42
4505,Crash: Mind Over Mutant,PSP,2008.0,Platform,Vivendi Games,0.11,0.2,0.0,0.11,0.42
4506,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,0.22,0.16,0.0,0.04,0.42
4507,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42
4508,Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42
4509,All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42
4510,Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42
4511,Skylanders: SuperChargers,X360,2015.0,Action,Activision,0.25,0.13,0.0,0.04,0.42
4512,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42
4513,NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42
4514,Batman: Arkham Origins Blackgate,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,0.42
4515,Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42
4516,Grandia,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42
4517,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42
4518,ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42
4519,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42
4520,Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42
4521,Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,THQ,0.21,0.16,0.0,0.05,0.42
4522,Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.21,0.16,0.0,0.05,0.42
4523,Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42
4524,American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42
4525,NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42
4526,Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42
4527,Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.23,0.15,0.0,0.04,0.42
4528,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.3,0.11,0.0,0.01,0.42
4529,JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,TYO,0.23,0.16,0.0,0.03,0.42
4530,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,Sega,0.04,0.28,0.01,0.09,0.42
4531,Arc the Lad III,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42
4532,Just Dance: Summer Party,Wii,2011.0,Misc,Ubisoft,0.4,0.0,0.0,0.02,0.42
4533,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,THQ,0.42,0.0,0.0,0.0,0.42
4534,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
4535,Test Drive,XB,2002.0,Racing,Atari,0.35,0.05,0.0,0.02,0.42
4536,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42
4537,Petz: Horsez 2,Wii,2007.0,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.42
4538,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42
4539,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.42
4540,Dr. Mario 64,N64,2001.0,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42
